ImpactFactor,Journal,Year,Start,End,Duration ,Ecosystem,Meta,ContryAuthor,ContryStudy,DOI,Cited,Cool,Collector
3.333,Oecologia,2006,2001,2004,4,terrestrial,0,Canada,Canada,10.1007/s00442-006-0504-2,38,0,MS
3.333,Oecologia,2006,2000,2003,4,terrestrial,0,Brazil,Brazil,10.1007/s00442-006-0507-z,9,0,MS
3.333,Oecologia,2006,1996,2004,4,terrestrial,0,USA,USA,10.1007/s00442-006-0486-0,8,0,MS
3.333,Oecologia,2006,2000,2003,4,terrestrial,0,Chile,Chile,10.1007/s00442-006-0377-4,9,0,RZ
3.333,Oecologia,2006,1993,1996,4,terrestrial,0,USA,USA,10.1007/s00442-006-0392-5,9,0,RZ
3.333,Oecologia,2006,1999,2003,4,freshwater,0,USA,USA,10.1007/s00442-006-0376-5,16,0,RZ
3.333,Oecologia,2006,1999,2002,4,terrestrial,0,Argentina,Aergentina,10.1007/s00442-006-0401-8,28,0,RZ
3.333,Oecologia,2006,2000,2003,4,terrestrial,0,USA,USA,10.1007/s00442-006-0421-4 ,18,0,RZ
3.333,Oecologia,2006,1999,2002,4,terrestrial,0,USA,USA,10.1007/s00442-006-0438-8 ,37,0,RZ
3.333,Oecologia,2006,1998,2001,4,terrestrial,0,Spain,multiple,10.1007/s00442-006-0466-4 ,7,0,RZ
3.381,Oikos,2006,1998,2001,4,terrestrial,0,Spain,Spain,10.1111/j.0030-1299.2006.13787.x,18,0,JaFig
3.381,Oikos,2006,1998,2002,4,terrestrial,0,Sweden,Sweden,10.1111/j.0030-1299.2006.13292.x ,9,0,JaFig
3.381,Oikos,2006,1998,2002,4,terrestrial,0,Finland,Greenland,10.1111/j.2006.0030-1299.14125.x   ,30,0,JaFig
3.381,Oikos,2006,1996,1999,4,terrestrial,0,Sweden,Sweden,10.1111/j.2006.0030-1299.14396.x,18,0,JaFig
3.381,Oikos,2006,2000,2003,4,freshwater,0,Sweden,Sweden,10.1111/j.2006.0030-1299.15014.x,34,0,JaFig
3.381,Oikos,2006,1996,1999,4,terrestrial,0,USA,Panama,10.1111/j.2006.0030-1299.14928.x,41,0,JaFig
3.393,Oikos,2010,2003,2006,4,terrestrial,0,Sweden,Sweden,10.1111/j.1600-0706.2010.18713.x,NA,0,JO
12.469,PLoSBio,2010,2006,2009,4,terrestrial,0,USA,Kenya,10.1371/journal.pbio.1000377,NA,0,RZ
14.101,PLoSBio,2006,2001,2004,4,terrestrial,0,USA,USA,10.1371/journal.pbio.0040188,380,0,RZ
4.092,PLoSOne,2010,2004,2007,4,marine,0,UK,USA,10.1371/journal.pone.0008657,30,0,RBL
4.092,PLoSOne,2010,2006,2009,4,terrestrial,0,NA,NA,NA,NA,0,RBL
4.092,PLoSOne,2010,2006,2009,4,terrestrial,0,NA,NA,NA,NA,0,RBL
9.643,PNAS,2006,2001,2004,4,terrestrial,0,USA,Kenya,10.1073/pnas.0509606102,63,0,AKO
9.643,PNAS,2006,2001,2004,4,terrestrial,0,USA,USA,10.1073/pnas.0607064103 ,21,0,AKO
9.643,PNAS,2006,2003,2006,4,terrestrial,0,USA,USA,10.1073/pnas.0609227103 ,231,0,AKO
9.681,PNAS,2010,2005,2008,4,freshwater,0,USA,USA,10.1073/pnas.0909519107,42,0,AKO
9.681,PNAS,2010,1993,1996,4,terrestrial,0,USA,Denmark,10.1073/pnas.0914089107 ,30,0,AKO
30.028,Science,2006,1999,2002,4,marine,0,usa,USA,10.1126/science.1128613,40,0,ST
31.36,Science,2010,2006,2009,4,terrestrial,0,usa,USA,10.1126/science.1187820,NA,0,ST
4.85,Ecology,2010,1980,1984,4,terrestrial,0,USA,Brazil,http://dx.doi.org/10.1890/09-0785.1,NA,0,KK
4.85,Ecology,2010,2001,2005,4,marine,0,UK,United Kingdom,,NA,0,KK
4.78,Ecology,2006,1997,2000,4,terrestrial,0,USA,USA,http://dx.doi.org/10.1890/04-1696,47,1,KK
4.78,Ecology,2006,2000,2004,4,terrestrial,0,France,France,_http://dx.doi.org/10.1890/05-0822,57,,KK
4.78,Ecology,2006,1995,1999,4,terrestrial,0,USA,USA,_http://dx.doi.org/10.1890/05-0836,64,,KK
4.78,Ecology,2006,1998,2002,4,terrestrial,0,USA,USA,http://dx.doi.org/10.1890/0012-9658(2006)87[1556:WNEISP]2.0.CO;2,74,,KK
4.78,Ecology,2006,2000,2005,4,terrestrial,0,USA,USA,http://dx.doi.org/10.1890/0012-9658(2006)87[1831:DCASPO]2.0.CO;2,22,,KK
4.78,Ecology,2006,2001,2005,4,marine,0,USA,USA,http://dx.doi.org/10.1890/0012-9658(2006)87[2080:CAPACR]2.0.CO;2,72,,KK
4.78,Ecology,2006,1987,2003,4,terrestrial,0,Singapore,Global,http://dx.doi.org/10.1890/0012-9658(2006)87[2298:CSACOT]2.0.CO;2,20,,KK
4.78,Ecology,2006,1995,1999,4,terrestrial,0,USA,USA,http://dx.doi.org/10.1890/0012-9658(2006)87[3186:SHINAN]2.0.CO;2,13,,KK
3.393,Oikos,2010,2003,2007,4,terrestrial,0,Switzerland,Switzerland,10.1111/j.1600-0706.2010.18288.x,,0,WNH
3.393,Oikos,2010,1999,2002,4,terrestrial,0,Israel,Israel,10.1111/j.1600-0706.2010.18206.x,,0,WNH
3.393,Oikos,2010,1982,2009,4,terrestrial,0,Gabon,"Gabon, Conco, CAR, DRC",10.1111/j.1600-0706.2010.18440.x,,0,WNH
3.393,Oikos,2010,2005,2009,4,terrestrial,0,Czech Republic,Czec Republic,10.1111/j.1600-0706.2010.18737.x,,0,WNH
3.393,Oikos,2010,2005,2008,4,marine,0,USA,USA,10.1111/j.1600-0706.2010.18471.x,,0,WNH
3.393,Oikos,2010,2000,2003,4,terrestrial,0,United Kingdom / Panama,Panama,10.1111/j.1600-0706.2010.18547.x,,0,WNH
4.692,ConservBiol,2010,2002,2005,3,terrestrial,0,USA,multiple,http://dx.doi.org/10.1111/j.1523-1739.2009.01277.x,NA,0,DRB
4.692,ConservBiol,2010,2006,2008,3,terrestrial,0,Spain,Spain  ,10.1111/j.1523-1739.2010.01459.x,NA,0,WNH
4.692,ConservBiol,2010,2006,2008,3,terrestrial,0,singapore,multiple,0.1111/j.1523-1739.2010.01495.x,NA,0,WNH
4.692,ConservBiol,2010,2005,2007,3,terrestrial,0,USA,Kenya,10.1111/j.1523-1739.2010.01533.x,NA,0,WNH
4.692,ConservBiol,2010,2006,2008,3,terrestrial,0,USA,USA,10.1111/j.1523-1739.2010.01570.x,NA,0,WNH
4.692,ConservBiol,2010,2003,2008,3,marine,0,UK,Greece,10.1111/j.1523-1739.2010.01531.x,NA,0,WNH
3.782,ConservBiol,2006,2000,2002,3,terrestrial,0,Finland,Finland,10.1111/j.1523-1739.2006.00511.x,24,0,WNH
3.782,ConservBiol,2006,2001,2003,3,terrestrial,0,USA,USA,10.1111/j.1523-1739.2006.00507.x,26,0,WNH
3.782,ConservBiol,2006,2000,2003,3,marine,0,Canada,Australia,10.1111/j.1523-1739.2006.00540.x,72,0,WNH
3.782,ConservBiol,2006,2002,2004,3,terrestrial,0,usa,USA,10.1111/j.1523-1739.2006.00424.x,66,0,KEKH
10.988,CurrBiol,2006,9999,9999,3,marine,0,Australia,Australia,10.1016/j.cub.2006.10.030,93,1,MM
9.647,CurrBiol,2010,2005,2007,3,marine,0,Switzerland,Egypt,10.1016/j.cub.2010.10.027,NA,0,MM
3.47,EcolAppl,2006,2001,2003,3,terrestrial,0,USA,USA,http://dx.doi.org/10.1890/04-0788,30,0,KB
3.47,EcolAppl,2006,1992,1998,3,freshwater,0,Canada,Finland,http://dx.doi.org/10.1890/03-5410,35,0,KB
3.47,EcolAppl,2006,2000,2002,3,terrestrial,0,USA,USA,http://dx.doi.org/10.1890/04-0927,22,0,KB
3.47,EcolAppl,2006,1965,1997,3,terrestrial,0,USA,China,http://dx.doi.org/10.1890/1051-0761(2006)016[0452:IEONAH]2.0.CO;2,10,0,KB
3.47,EcolAppl,2006,2000,2002,3,terrestrial,0,USA,Honduras,http://dx.doi.org/10.1890/1051-0761(2006)016[0464:TFRTIA]2.0.CO;2,32,0,KB
3.47,EcolAppl,2006,1996,1998,3,terrestrial,0,USA,USA,http://dx.doi.org/10.1890/1051-0761(2006)016[0877:IIAVAT]2.0.CO;2,6,0,KB
3.47,EcolAppl,2006,2002,2004,3,multiple,0,Canada,multiple,_http://dx.doi.org/10.1890/1051-0761(2006)016[0923:DROSRD]2.0.CO;2,23,0,KB
3.47,EcolAppl,2006,2001,2004,3,terrestrial,0,USA,USA,http://dx.doi.org/10.1890/1051-0761(2006)016[1529:FCTPVI]2.0.CO;2,18,0,KB
3.47,EcolAppl,2006,2003,2005,3,terrestrial,0,USA,USA,http://dx.doi.org/10.1890/1051-0761(2006)016[1608:CEISRF]2.0.CO;2,4,0,KB
3.47,EcolAppl,2006,1999,2002,3,marine,0,Spain,multiple,http://dx.doi.org/10.1890/1051-0761(2006)016[1683:OHOAEM]2.0.CO;2,35,0,KB
3.47,EcolAppl,2006,2001,2003,3,terrestrial,0,USA,USA,http://dx.doi.org/10.1890/1051-0761(2006)016[1706:SHBTBF]2.0.CO;2,70,0,KB
3.47,EcolAppl,2006,2002,2005,3,terrestrial,0,USA,USA,http://dx.doi.org/10.1890/1051-0761(2006)016[2248:DPRAEM]2.0.CO;2,25,0,KB
3.47,EcolAppl,2006,1997,1999,3,marine,0,Australia,Australia,http://dx.doi.org/10.1890/1051-0761(2006)016[2264:ROSOBI]2.0.CO;2,15,0,KB
3.47,EcolAppl,2006,1998,2000,3,terrestrial,0,USA,USA,http://dx.doi.org/10.1890/1051-0761(2006)016[2333:IRPISU]2.0.CO;2,18,0,KB
5.102,EcolAppl,2010,1997,2008,3,terrestrial,0,South Africa,South Africa,http://dx.doi.org/10.1890/09-0541.1,4,0,KB
5.102,EcolAppl,2010,2004,2007,3,terrestrial,0,USA,USA,http://dx.doi.org/10.1890/09-0492.1,5,0,KB
5.102,EcolAppl,2010,2004,2007,3,terrestrial,0,Canada,Canada,http://dx.doi.org/10.1890/08-1092.1,5,0,KB
5.102,EcolAppl,2010,2000,2003,3,marine,0,USA,USA,http://dx.doi.org/10.1890/08-1733.1,6,0,KB
5.102,EcolAppl,2010,2003,2005,3,terrestrial,0,USA,USA,http://dx.doi.org/10.1890/09-1106.1,2,0,KB
5.102,EcolAppl,2010,2002,2005,3,terrestrial,0,Spain,Spain,http://dx.doi.org/10.1890/09-0055.1,10,0,KB
5.102,EcolAppl,2010,2001,2004,3,terrestrial,0,USA,USA,http://dx.doi.org/10.1890/08-2352.1,10,0,KB
5.102,EcolAppl,2010,2003,2005,3,terrestrial,0,USA,Costa Rica,http://dx.doi.org/10.1890/09-0635.1,2,0,KB
5.102,EcolAppl,2010,2006,2008,3,terrestrial,0,USA,Costa Rica,http://dx.doi.org/10.1890/09-0714.1,13,0,KB
5.102,EcolAppl,2010,2005,2008,3,terrestrial,0,USA,Mexico,http://dx.doi.org/10.1890/09-1125.1,4,0,KB
5.102,EcolAppl,2010,2006,2009,3,terrestrial,0,USA,USA,http://dx.doi.org/10.1890/09-0750.1,6,0,KB
5.102,EcolAppl,2010,2001,2004,3,terrestrial,0,USA,USA,http://dx.doi.org/10.1890/09-1225.1,6,0,KB
5.102,EcolAppl,2010,2002,2005,3,terrestrial,0,USA,USA,http://dx.doi.org/10.1890/09-1305.1,12,0,KB
5.102,EcolAppl,2010,2002,2005,3,marine,0,Italy,Italy,http://dx.doi.org/10.1890/09-1546.1,8,0,KB
5.102,EcolAppl,2010,2004,2007,3,marine,0,USA,USA,http://dx.doi.org/10.1890/09-1168.1,1,0,KB
7.433,EcolMonogr,2010,2005,2007,3,terrestrial,0,USA,Jamaica,http://dx.doi.org/10.1890/09-0904.1,NA,0,WNH
5.102,EcolMonogr,2010,2002,2005,3,marine,0,USA,Ecuador,http://dx.doi.org/10.1890/08-1922.1,NA,0,DRB
5.102,EcolMonogr,2010,2003,2006,3,terrestrial,0,USA,multiple,http://dx.doi.org/10.1890/08-0773.1,NA,0,DRB
7.609,EcolMonogr,2006,2001,2004,3,terrestrial,0,USA,USA,http://dx.doi.org/10.1890/05-0910,61,0,DRB
17.557,EcologyLetters,2010,2005,2007,3,freshwater,1,Sweden,Sweden,10.1111/j.1461-0248.2009.01413.x,NA,0,KdeN
17.557,EcologyLetters,2010,2003,2005,3,marine,0,USA,USA,10.1111/j.1461-0248.2009.01409.x,NA,0,KdeN
17.557,EcologyLetters,2010,2005,2007,3,terrestrial,0,China,China,10.1111/j.1461-0248.2010.01468.x,NA,0,KdeN
17.557,EcologyLetters,2010,2004,2006,3,freshwater,0,New Zealand,New Zealand,10.1111/j.1461-0248.2010.01484.x,NA,0,KdeN
17.557,EcologyLetters,2010,2007,2009,3,terrestrial,0,USA,USA,10.1111/j.1461-0248.2010.01513.x,NA,0,KdeN
7.609,EcologyLetters,2006,2000,2004,3,terrestrial,0,USA,USA,10.1111/j.1461-0248.2005.00857.x,45,0,KdeN
7.609,EcologyLetters,2006,2001,2004,3,terrestrial,0,USA,USA,10.1111/j.1461-0248.2006.00892.x,100,0,KdeN
7.609,EcologyLetters,2006,2001,2003,3,terrestrial,0,USA,USA,10.1111/j.1461-0248.2006.00896.x,21,0,KdeN
7.609,EcologyLetters,2006,2001,2003,3,terrestrial,0,USA,Panama,10.1111/j.1461-0248.2006.00897.x,70,0,KdeN
7.609,EcologyLetters,2006,1991,2004,3,marine,0,Chile,USA,10.1111/j.1461-0248.2006.00899.x,23,0,KdeN
7.609,EcologyLetters,2006,2001,2003,3,terrestrial,0,USA,USA,10.1111/j.1461-0248.2006.00923.x,42,0,KdeN
7.609,EcologyLetters,2006,1997,2002,3,terrestrial,0,UK,UK,10.1111/j.1461-0248.2006.00957.x,18,0,KdeN
7.609,EcologyLetters,2006,2002,2004,3,terrestrial,0,USA,USA,10.1111/j.1461-0248.2006.00965.x,41,0,KdeN
7.609,EcologyLetters,2006,2003,2005,3,terrestrial,0,France,France,10.1111/j.1461-0248.2006.00986.x,55,0,KdeN
1.875,JEMBE,2010,1998,2000,3,marine,0,Greece,Greece,http://dx.doi.org/10.1016/j.jembe.9999.11.004,4,0,BBH
1.875,JEMBE,2010,2006,2008,3,marine,0,USA,USA,http://dx.doi.org/10.1016/j.jembe.9999.10.005,2,0,BBH
1.875,JEMBE,2010,2005,2007,3,marine,0,USA,USA,http://dx.doi.org/10.1016/j.jembe.9999.12.005,1,0,BBH
1.875,JEMBE,2010,2005,2007,3,marine,0,Australia,Australia,http://dx.doi.org/10.1016/j.jembe.9999.11.013,13,0,BBH
1.875,JEMBE,2010,2005,2007,3,marine,0,USA,USA,http://dx.doi.org.oca.ucsc.edu/10.1016/j.jembe.2010.01.016,NA,0,BBH
1.875,JEMBE,2010,2004,2006,3,marine,0,South Africa,South Africa,http://dx.doi.org/10.1016/j.jembe.2010.01.005,2,0,BBH
1.875,JEMBE,2010,2002,2004,3,marine,0,USA,USA,http://dx.doi.org.oca.ucsc.edu/10.1016/j.jembe.2010.01.020,NA,0,BBH
1.875,JEMBE,2010,2006,2008,3,marine,0,Germany,Jordan,10.1016/j.jembe.2010.03.018,NA,0,BBH
1.875,JEMBE,2010,2002,2004,3,marine,0,Taiwan,Taiwan,10.1016/j.jembe.2010.05.003,NA,0,BBH
1.875,JEMBE,2010,2005,2007,3,marine,0,Croatia,Croatia,10.1016/j.jembe.2010.04.038,NA,0,BBH
1.875,JEMBE,2010,2004,2006,3,marine,0,USA,Belize,10.1016/j.jembe.2010.04.036,NA,0,BBH
1.875,JEMBE,2010,2007,2009,3,marine,0,USA,USA,10.1016/j.jembe.2010.06.003,NA,0,BBH
1.875,JEMBE,2010,1999,2001,3,marine,0,Spain,Spain,10.1016/j.jembe.2010.04.017,NA,0,BBH
1.875,JEMBE,2010,2006,2008,3,marine,0,Chile,Chile,10.1016/j.jembe.2010.04.031,NA,0,BBH
1.875,JEMBE,2010,2007,2009,3,marine,0,Chile,Chile,10.1016/j.jembe.2010.04.033,NA,0,BBH
1.875,JEMBE,2010,1990,1992,3,marine,0,Portugal,Portugal,10.1016/j.jembe.2010.04.020,NA,0,BBH
1.875,JEMBE,2010,2006,2008,3,marine,0,Spain,multiple,10.1016/j.jembe.2010.07.004,NA,0,BBH
1.875,JEMBE,2010,2004,2006,3,marine,0,USA,USA,10.1016/j.jembe.2010.07.003,NA,0,BBH
1.875,JEMBE,2010,2002,2004,3,marine,0,France,France,10.1016/j.jembe.2010.08.010,NA,0,BBH
1.875,JEMBE,2010,2006,2008,3,marine,0,USA,USA,10.1016/j.jembe.2010.08.026,NA,0,BBH
1.919,JEMBE,2010,2007,2009,3,marine,0,Australia,Australia,10.1016/j.jembe.2010.09.011,NA,0,BBH
1.875,JEMBE,2010,2007,2009,3,marine,0,USA,USA,10.1016/j.jembe.2010.09.014,NA,0,BBH
1.919,JEMBE,2006,2002,2004,3,marine,0,China,China,10.1016/j.jembe.2005.08.009,18,0,BBH
1.919,JEMBE,2006,2001,2003,3,marine,0,UK,UK,10.1016/j.jembe.2005.08.001,16,0,BBH
1.919,JEMBE,2006,2002,2004,3,marine,0,Germany,Germany,10.1016/j.jembe.2005.12.025,28,0,BBH
1.919,JEMBE,2006,2000,2002,3,marine,0,USA,USA,10.1016/j.jembe.2005.12.036,3,0,BBH
1.919,JEMBE,2006,2002,2004,3,marine,0,Taiwan,Taiwan,10.1016/j.jembe.2005.10.014,14,0,BBH
1.919,JEMBE,2006,2002,2004,3,marine,0,UK,UK,10.1016/j.jembe.2005.11.013,8,0,BBH
1.919,JEMBE,2006,1996,1998,3,marine,0,Ireland,Ireland,10.1016/j.jembe.2005.11.012,7,0,BBH
1.919,JEMBE,2006,2002,2004,3,marine,0,Portugal,Portugal,10.1016/j.jembe.2005.11.005,18,0,BBH
1.919,JEMBE,2006,2002,2004,3,marine,0,USA,USA,10.1016/j.jembe.2005.11.011,6,0,BBH
1.919,JEMBE,2006,2002,2004,3,marine,0,USA,USA,10.1016/j.jembe.2005.11.018,12,0,BBH
1.919,JEMBE,2006,1999,2001,3,marine,0,USA,USA,10.1016/j.jembe.2006.01.009,14,0,BBH
1.919,JEMBE,2006,2000,2002,3,marine,0,Norway,Norway,10.1016/j.jembe.2006.01.014,10,0,BBH
1.919,JEMBE,2006,1999,2001,3,marine,0,New Zealand,New Zealand,10.1016/j.jembe.2006.02.004,13,0,RBL
1.919,JEMBE,2006,1999,2001,3,marine,0,Canada,Canada,10.1016/j.jembe.2006.03.011,8,0,RBL
1.919,JEMBE,2006,2001,2003,3,marine,0,Japan,multiple,10.1016/j.jembe.2006.06.009,9,0,RBL
1.919,JEMBE,2006,2003,2005,3,marine,0,Australia,Australia,10.1016/j.jembe.2006.07.016,12,0,RBL
1.919,JEMBE,2006,2002,2004,3,marine,0,USA,USA,"10.1016/j.jembe.2006.07.017,",20,0,RBL
1.919,JEMBE,2006,2000,2002,3,marine,0,USA,USA,10.1016/j.jembe.2006.07.012,10,0,RBL
4.527,JournalApplEco,2006,2000,2002,3,terrestrial,0,Argentina,Aergentina,10.1111/j.1365-2664.2005.01116.x,44,0,Maya
4.527,JournalApplEco,2006,2001,2003,3,freshwater,0,Belgium,Belgium,10.1111/j.1365-2664.2005.01115.x,6,0,Maya
4.527,JournalApplEco,2006,2001,2003,3,terrestrial,0,UK,UK,10.1111/j.1365-2664.2005.01103.x,39,0,Maya
4.527,JournalApplEco,2006,2001,2003,3,terrestrial,0,Switzerland,Switzerland,10.1111/j.1365-2664.2005.01111.x,31,0,Maya
4.527,JournalApplEco,2006,2000,2002,3,terrestrial,0,Australia,Australia,10.1111/j.1365-2664.2005.01118.x,28,0,Maya
4.527,JournalApplEco,2006,2002,2004,3,terrestrial,0,USA,USA,10.1111/j.1365-2664.2006.01129.x,43,0,Maya
4.527,JournalApplEco,2006,2002,2004,3,terrestrial,0,USA,Switzerland,10.1111/j.1365-2664.2006.01141.x,48,0,Maya
4.527,JournalApplEco,2006,2002,2004,3,terrestrial,0,UK,Canada,10.1111/j.1365-2664.2006.01167.x,NA,0,Maya
4.527,JournalApplEco,2006,1996,1998,3,terrestrial,0,USA,USA,_10.1111/j.1365-2664.2006.01178.x,NA,0,Maya
4.527,JournalApplEco,2006,2001,2004,3,terrestrial,0,USA,USA,10.1111/j.1365-2664.2006.01192.x,NA,0,Maya
4.527,JournalApplEco,2006,2001,2003,3,terrestrial,0,UK,Borneo,10.1111/j.1365-2664.2006.01209.x,NA,0,Maya
4.527,JournalApplEco,2006,1999,2001,3,terrestrial,0,Portugal,Portugal,10.1111/j.1365-2664.2006.01213.x,NA,0,Maya
4.527,JournalApplEco,2006,2002,2004,3,multiple,0,Finland,multiple,10.1111/j.1365-2664.2006.01224.x,NA,0,Maya
4.97,JournalApplEco,2010,2005,2007,3,terrestrial,0,USA,India,10.1111/j.1365-2664.2010.01870.x,NA,0,Maya
4.97,JournalApplEco,2010,2005,2007,3,terrestrial,0,Spain,Spain,10.1111/j.1365-2664.2010.01879.x,NA,0,Maya
4.97,JournalApplEco,2010,2002,2004,3,terrestrial,0,Spain,Spain,10.1111/j.1365-2664.2010.01865.x,NA,0,Maya
4.97,JournalApplEco,2010,2007,2009,3,terrestrial,0,USA,USA,10.1111/j.1365-2664.2010.01881.x,NA,0,Maya
4.97,JournalApplEco,2010,2006,2008,3,freshwater,0,NA,NA,10.1111/j.1365-2664.2010.01859.x,NA,0,Maya
4.97,JournalApplEco,2010,2004,2006,3,terrestrial,0,NA,NA,10.1111/j.1365-2664.2010.01851.x,NA,0,Maya
4.97,JournalApplEco,2010,2001,2003,3,terrestrial,0,NA,NA,10.1111/j.1365-2664.2010.01844.x,NA,0,Maya
4.97,JournalApplEco,2010,2002,2004,3,terrestrial,0,USA,USA,10.1111/j.1365-2664.2010.01813.x,NA,0,Maya
4.97,JournalApplEco,2010,2002,2005,3,terrestrial,0,New Zealand,New Zealand,10.1111/j.1365-2664.2010.01806.x,NA,0,Maya
4.97,JournalApplEco,2010,2005,2007,3,terrestrial,0,Spain,Spain,10.1111/j.1365-2664.2010.01804.x,NA,0,Maya
4.97,JournalApplEco,2010,2005,2007,3,terrestrial,0,UK,UK,10.1111/j.1365-2664.2010.01783.x,NA,0,Maya
2.286,MEPS,2006,1994,1998,3,marine,0,USA,USA,10.3354/meps309025,14,0,BM
2.286,MEPS,2006,1994,1998,3,marine,1,USA,USA,10.3354/meps309041,14,0,BM
2.286,MEPS,2006,1999,2001,3,marine,0,Australia,Australia,10.3354/meps310173,20,0,BM
2.711,MEPS,2010,2001,2005,3,marine,0,USA,USA,10.3354/meps08450,NA,0,BM
2.711,MEPS,2010,2005,2008,3,marine,0,USA,USA,10.3354/meps08417,NA,0,BM
2.711,MEPS,2010,1999,2005,3,marine,0,Canada,Canada,10.3354/meps08370,NA,0,BM
2.711,MEPS,2010,2006,2008,3,marine,0,USA,USA,10.3354/meps08537,NA,0,BM
2.711,MEPS,2010,1985,1987,3,marine,0,USA,USA,10.3354/meps08547,NA,0,BM
2.711,MEPS,2010,2002,2006,3,marine,0,UK,South Georgia,10.3354/meps08532,NA,0,BM
2.711,MEPS,2010,2005,2008,3,marine,0,USA,USA,10.3354/meps08573,NA,0,BM
2.711,MEPS,2010,2001,2003,3,marine,0,USA,USA,10.3354/meps08605,NA,0,BM
2.711,MEPS,2010,2004,2007,3,marine,0,New Zealand,New Zealand,10.3354/meps08580,NA,0,BM
2.711,MEPS,2010,2006,2009,3,marine,0,USA,Mexico,10.3354/meps08577,NA,0,BM
2.711,MEPS,2010,2005,2007,3,marine,0,USA,USA,10.3354/meps08600,NA,0,BM
2.711,MEPS,2010,2005,2008,3,marine,0,USA,USA,10.3354/meps08612,NA,0,BM
2.711,MEPS,2010,2006,2008,3,marine,0,Portugal,multiple,10.3354/meps08617,NA,0,BM
2.711,MEPS,2010,2005,2007,3,marine,0,USA,USA,10.3354/meps08645,NA,0,BM
2.711,MEPS,2010,2004,2007,3,marine,0,New Zealand,New Zealand,10.3354/meps08677,NA,0,BM
2.711,MEPS,2010,2003,2005,3,marine,0,Australia,Australia,10.3354/meps08582,NA,0,BM
2.711,MEPS,2010,2006,2008,3,marine,0,USA,USA,10.3354/meps08705,NA,0,BM
2.711,MEPS,2010,2005,2007,3,marine,0,USA,USA,10.3354/meps08697,NA,0,BM
2.286,MEPS,2006,1999,2001,3,marine,0,USA,USA,10.3354/meps307085,12,0,BM
2.286,MEPS,2006,2000,2003,3,marine,0,USA,Belize,10.3354/meps307127,23,0,BM
2.286,MEPS,2006,2001,2004,3,marine,0,USA,USA,10.3354/meps307175,26,0,BM
2.286,MEPS,2006,2001,2003,3,marine,0,Belgium,Netherlands,10.3354/meps307209,12,0,BM
2.286,MEPS,2006,2000,2003,3,marine,0,USA,multiple,10.3354/meps308117,8,0,BM
2.286,MEPS,2006,1994,2004,3,marine,0,France,UK,10.3354/meps308129,26,0,BM
2.286,MEPS,2006,2000,2002,3,marine,0,USA,USA,10.3354/meps308279,7,0,BM
2.286,MEPS,2006,1997,2000,3,marine,0,Netherlands,Indonesia,10.3354/meps309131,24,0,BM
2.286,MEPS,2006,1999,2002,3,marine,0,Chile,Chile,10.3354/meps309159,28,0,BM
2.286,MEPS,2006,1998,2000,3,marine,0,Australia,multiple,10.3354/meps310077,28,0,BM
2.286,MEPS,2006,1997,1999,3,marine,0,France,Chile,10.3354/meps311145,15,0,BM
2.286,MEPS,2006,1997,1999,3,marine,0,New Zealand,New Zealand,10.3354/meps314035,21,0,BM
2.286,MEPS,2006,1997,1999,3,marine,0,Israel,Japan,10.3354/meps314127,2,0,BM
2.286,MEPS,2006,1991,2004,3,marine,0,Japan,Japan,10.3354/meps315167,15,0,BM
2.286,MEPS,2006,1997,2004,3,marine,0,Sweden,Tanzania,10.3354/meps315237,57,0,BM
2.286,MEPS,2006,1998,2001,3,marine,0,Canada,Aergentina,10.3354/meps315259,16,0,BM
2.711,MEPS,2010,2005,2007,3,marine,0,USA,Moorea,10.3354/meps08728,5,0,MM
2.711,MEPS,2010,2004,2006,3,marine,0,USA,multiple,10.3354/meps08724,14,0,MM
2.711,MEPS,2010,2003,2007,3,marine,0,USA,USA,10.3354/meps08732,6,0,MM
2.711,MEPS,2010,2005,2008,3,marine,0,Canada,Canada,10.3354/meps08752,5,0,MM
2.711,MEPS,2010,2006,2009,3,marine,0,Australia,Australia,10.3354/meps08778,7,0,MM
2.711,MEPS,2010,2001,2003,3,marine,0,Norway,multiple,10.3354/meps08754,0,0,MM
2.711,MEPS,2010,2005,2007,3,marine,0,USA,USA,10.3354/meps08784,2,0,MM
2.711,MEPS,2010,2005,2007,3,marine,0,France,multiple,10.3354/meps08785,7,0,MM
2.711,MEPS,2010,2007,2009,3,marine,0,USA,multiple,10.3354/meps08756,6,0,MM
2.711,MEPS,2010,2006,2008,3,marine,0,Netherlands,Denmark,10.3354/meps08759,3,0,MM
2.711,MEPS,2010,2007,2009,3,marine,0,USA,USA,10.3354/meps08855,2,0,MM
2.711,MEPS,2010,2006,2008,3,marine,0,USA,USA,10.3354/meps08894,2,0,MM
2.711,MEPS,2010,2005,2009,3,marine,0,USA,multiple,10.3354/meps08863,6,0,MM
2.711,MEPS,2010,2004,2007,3,marine,0,UK,Greece,10.3354/meps08871,13,0,MM
2.286,MEPS,2006,2002,2004,3,marine,0,Chile,Chile,10.3354/meps316139,33,0,MM
2.286,MEPS,2006,2003,2005,3,marine,0,Portugal,Portugal,10.3354/meps316155,16,0,MM
2.286,MEPS,2006,2001,2003,3,marine,0,Canada,Canada,10.3354/meps317087,11,0,MM
2.286,MEPS,2006,2000,2003,3,marine,0,USA,multiple,10.3354/meps317157,14,0,MM
